project_id,submitter_id,project_id,associate_experiment,copy_numbers_identified,data_description,experimental_description,experimental_intent,indels_identified,marker_panel_description,number_experimental_group,number_samples_per_experimental_group,somatic_mutations_identified,type_of_data,type_of_sample,type_of_specimen,type
"{'id': 120, 'name': 'Fetal Lung'}",,Fetal Lung,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 120, 'name': 'Fetal Lung'}",,Fetal Lung,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 120, 'name': 'Fetal Lung'}",,Fetal Lung,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 120, 'name': 'Fetal Lung'}",,Fetal Lung,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 120, 'name': 'Fetal Lung'}",,Fetal Lung,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 120, 'name': 'Fetal Lung'}","<pre>
71a0b662edfa85fb09e867c38a5f60b4  FetalLung_2013-05-30_478_samples_QC_FINAL.csv
</pre>

<pre>
ORDER CEL FILES
TECHNICAL_BATCH
CEL_FILE_NAME
ALVIN_KEY
S_STUDYID
S_SAMPLEID
S_SUBJECTID
SAMPLETYPEID
ALIASID
COLLECTIONDESC
GENDERFLAG
TISSUEDESC
RECRUITMENT ID
SUBJECT
SUBJECT LEGACY ID
PEDIGREE
ROWVAL
COLVAL
PLATE DESC
PLATE ID
CONC
GENDER
VOLUME
Clin Pharm ID
Pre Age (Days)
Database_Sex
Race
Date Received
Cotinine (ng/g placenta)
ROC Class Cotinine/tissue
Reported Maternal Smoking Status
Comments
ALIAS_ID
LDS_GWAS_Data
LDS_Methylation_Data
Predict Sex from PCA of Y chrom probes
Numeric Predicted Sex from Y probes
PC1_83.7053%_Y_chrom (Placenta PC1_79.1824%_Y_chrom)
PC2_5.38277%_Y_chrom (Placenta PC2_4.71316%_Y_chrom)
PC3_1.72418%_Y_chrom (Placenta PC3_3.32942%_Y_chrom)
PC1_25.8557% all probes
PC2_10.3623% all probes
PC3_6.49918% all probes
</pre>",Fetal Lung,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 120, 'name': 'Fetal Lung'}",,Fetal Lung,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 120, 'name': 'Fetal Lung'}","*Location*: @/proj/regeps/regep00/studies/FetalLung/data/imputed/FetalLung_GWAS_2012_UMich/@
*Issue*: #17374
*Curator*: [[cdnm-grants-portal:John Ziniti]]
*Sample Count*: 417
*Marker Count*: 47101172
*ID Format*: PEDIGREEID_RecruitmentID (e.g. @PG-100000431_21477@)

*417 samples* from input GWAS Data (#15870: *FetalLung_GWAS_2012*) were processed using [[analysis_informatics_imputation_pipeline:wiki|umich_impute_pipeline]] and imputed on the [[platforms:UMich Imputation Server]] against the [[reference:1000Genomes_Phase3_v5]] reference panel.  Coordinates are relative to [[reference:GRCh37|GRCh37/hg19]].  There is one set of files for each chromosome in the @chr*@ directories:

* @chr22/chr22.dose.vcf.gz@: Genotypes in bgzipped-vcf format, readable by plink-1.9/plink-2 using @plink --vcf@
* @chr22/chr22.dose.vcf.gz.tbi@: Tabix index of the above
* @chr22/chr22.info.gz@: Imputation info statistics, including r-square values


<pre>
d2b7c00677ac045a0064d213c6aa3f25  chr10/chr10.dose.vcf.gz
96e7b8371b9f3268899de113d50251f5  chr11/chr11.dose.vcf.gz
decd2c58c0b1e5f6e785093dce7b380d  chr12/chr12.dose.vcf.gz
d577e91c58d9134db24c394a8758d479  chr13/chr13.dose.vcf.gz
4821246e3db5460e763851a62e47548b  chr14/chr14.dose.vcf.gz
788046eda37f69463ce49ea753e4e60f  chr15/chr15.dose.vcf.gz
8d14e8d3decfb727b0dcdf5984a9076a  chr16/chr16.dose.vcf.gz
94e38f70c02dc75f67e2fc20c0d08d1d  chr17/chr17.dose.vcf.gz
d5403c4ac00df02377837a5e801bc503  chr18/chr18.dose.vcf.gz
b3767007e223d0162e8aa66f051d87b7  chr19/chr19.dose.vcf.gz
aa988ee141bed25c9a0f47d707239cdc  chr1/chr1.dose.vcf.gz
7662da99fd130113c5135bb1e67a16dd  chr20/chr20.dose.vcf.gz
adb9d34f9e5cdc8e8062f253d3be0da4  chr21/chr21.dose.vcf.gz
b4c532e5919ff1900d6938a9d4ef88ac  chr22/chr22.dose.vcf.gz
280a1231384f40bc5c66819af6f78844  chr2/chr2.dose.vcf.gz
45d5b23e5f55b38b43dd11b28fa482e7  chr3/chr3.dose.vcf.gz
c5897e14039b8335fd3a3f0eef812a70  chr4/chr4.dose.vcf.gz
b7117ffc3ac98877c48ea88f4939f3b8  chr5/chr5.dose.vcf.gz
d658f3a20d715b4a6385bd55d7aaea25  chr6/chr6.dose.vcf.gz
8fd39d1ab6626863bfa4bee9645b8802  chr7/chr7.dose.vcf.gz
9aac3177dbf9fa09ac1a244e5c0d7a55  chr8/chr8.dose.vcf.gz
c3b7f8668ba93f93f05a0a501dd8bcd2  chr9/chr9.dose.vcf.gz
</pre>",Fetal Lung,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 120, 'name': 'Fetal Lung'}",,Fetal Lung,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 929, 'name': 'Fredberg'}",,Fredberg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 785, 'name': 'GERA'}",,GERA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 785, 'name': 'GERA'}",,GERA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 785, 'name': 'GERA'}",,GERA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 785, 'name': 'GERA'}",,GERA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 785, 'name': 'GERA'}",,GERA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 785, 'name': 'GERA'}","<pre>
Hi Ann,

 

I needed to process the additional race data separately, since we are
sending you non-standard race variables (Latin and Asian ethnicities).
I have de-ID’d and output these data to the RPGEH02 account on our
Secure FTP server.  Please let me know if you have any questions/concerns
about these data.

 

Thanks!

Dil
</pre>
",GERA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 930, 'name': 'GTEx'}",,GTEx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 930, 'name': 'GTEx'}","Download from: https://www.gtexportal.org/home/datasets
Files:

* GTEx_Analysis_v7_eQTL_all_associations.tar.gz
* GTEx_Analysis_v7.metasoft.txt.gz",GTEx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 555, 'name': 'HASM'}",,HASM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 147, 'name': 'ICGN'}",,ICGN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 147, 'name': 'ICGN'}",,ICGN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 147, 'name': 'ICGN'}",,ICGN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 147, 'name': 'ICGN'}",,ICGN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 1052, 'name': 'IIPGA'}","This dataset represent all of the raw and QC data that was part of the Innate Immunity PGA of the early 2000s.  I will do my best to describe the basic layout, but please contact [[cdnm-grants-portal:John Ziniti]] if you would like more details.  There are two primary sub-folders here (InnateImmunity and SeattleSNPs).  In each sub-folder, there is a single folder for each gene that was targeted for seqeuncing (133 genes for InnateImmunity, 103 for SeattleSNPs).  Sequencing and SNP-calling were performed at a remote location.  Tools to interpret the sequencing data and SNP calls were a mix of locally-developed python code, and some third-party tools (PHASE, Arlequin, etc.).  Data were downloaded from the remote site, and fed through an automated pipeline.  As with many projects, the pipeline processing changed throughout the lifetime of the project, so there may be some minor differences between files available for some genes.

There are a few conventions in the naming of files, etc. that will be helpful:

* There were 4 populations of subjects in this project.  Each subject id is prefixed with a code that indicates which population it is from:
** @A@ = African-American 
** @D@ = ??
** @E@ = European
** @H@ = Hispanic
These letters also appear in filenames to indicate that the file only contains the subset of subjects belonging to that population.  The letter @ in a filename refers to everyone.
* The letters @pc@ preceded by a number indicates a ""percent cutoff"", usually referring to a minor allele frequency
* @Masked@ indicates that the gene sequence was fed through the repeat masker before being used in any given tool

Using TLR2 as an example, the primary data for each gene are:

@TLR2/TLR2.fsa@: This is the sequence of the gene, as determined by the remote site
@TLR2/TLR2.prettybase.txt@: These are the called genotypes for each of the sequenced subjects.  The fields are POSITION, SUBJECT, ALLELE1, ALLELE2.  The position is relative to the sequence in @<GENE>.fsa@

These inputs were then re-formatted and fed to a variety of tools:

* Metadata
** @TLR2.relpb.txt@: Prettybase data where positions are relative to the start of gene instead of the start of the reference sequence
** @TLR2.abstorel.txt@: A mapping file of ""absolute"" positions to ""relative"" positions
** @TLR2_context*bp.fsa@: context sequence around the SNP of interest
** @TLR2.primers.csv@: Primers used in sequencing

* Summary statistics
** TLR2_10.0pcgenoggt.jpg
** TLR2_10.0pcgenogid.jpg
** @TLR2_ac.*@: Allele counts in various formats
** @TLR2_af.*@: Allele frequencies
** @TLR2_gc.*@: Genotype counts
** @TLR2_gf.*@: Genotype frequencies
** @TLR2.hw.*@: Hardy-Weinberg calculations

* PHASE (http://stephenslab.uchicago.edu/phase/download.html) and PHASE2: generated phased haplotypes
** @TLR2*.loci@
** @TLR2*.phase@
** @TLR2*.phase2@
** @TLR2_10pcA.fasta@
** @TLR2*.pout@
** @TLR2*.pout2@

* Various Pairwise LD calculations:
** @TLR2_*incmissmpop*.jpeg@
** @TLR2_dprimeldplot*.jpg@
** @TLR2_hapldplot*.jpg@

* Arlequin (http://cmpg.unibe.ch/software/arlequin35/):
** @TLR2_10pcincmissmpop.arp@

* Haplotyper (http://www.people.fas.harvard.edu/~junliu/Haplo/docMain.htm)
** @TLR2*.htin@: Input
** @TLR2*.htout@: Output
** @TLR2_hap*@
** @TLR2.hap*@

* SNPper
** @TLR2.gif@: Is really a PNG?  A ""map"" of the gene.
** @TLR2.snpper.html@

* GOLD (http://csg.sph.umich.edu/abecasis/Gold/index.html)
** @TLR2*gold*@

",IIPGA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 863, 'name': 'IPF NET'}",,IPF NET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 172, 'name': 'LOCCS'}",,LOCCS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 172, 'name': 'LOCCS'}",,LOCCS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 172, 'name': 'LOCCS'}","Source: */proj/regeps/regep00/studies/LOCCS/data/gwas/RIKEN_SEPRACOR_LOCCS_LODO_2009/With-Related*
Reference: : */proj/rerefs/reref00/1000Genomes/Phase3_v5/IMPUTE2/1000GP_Phase3/*
Results Directories:
* /proj/regeps/regep00/studies/LOCCS/data/haplotypes/RIKEN_SEPRACOR_LOCCS_LODO_2009_Phased/
* /proj/regeps/regep00/studies/LOCCS/data/imputed/RIKEN_LOLCSE_vs_1000GenomesPhase3v5/",LOCCS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 796, 'name': 'LOTT'}",,LOTT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 796, 'name': 'LOTT'}",,LOTT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 796, 'name': 'LOTT'}","LOTT Phenotype Data has been copied over to the system and extracted into /proj/regeps/regep00/studies/LOTT/data/phenotype.  Craig, I'm not sure what you may need from Soma here.  Soma, let me know if you're going to need write access to those files.

I could use a plain-text export of subject gender to incorporate into the LOTT GWAS QC.",LOTT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 796, 'name': 'LOTT'}",,LOTT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 796, 'name': 'LOTT'}","Data was concatenated, filtered, annotated, and converted to plink.  See:

* @1.Concatnate_vcf_files/Command.log@
* @2.MAF_R2_filter_vcf_file/Filter_MAF_R2.java@
* @3.VCF_annotation/Command.log@ et.al.
* @4.Convert_vcf_to_plink/LOTT_2017_Imputed_filtered_command.log@",LOTT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 176, 'name': 'LTCOPD'}",,LTCOPD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 176, 'name': 'LTCOPD'}",,LTCOPD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 176, 'name': 'LTCOPD'}",,LTCOPD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 176, 'name': 'LTCOPD'}",,LTCOPD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 176, 'name': 'LTCOPD'}","For, now just a symlink to #19234: /proj/regeps/regep00/studies/COPDGene/data/wgs/TopMed/",LTCOPD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 532, 'name': 'LTRC'}",,LTRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 532, 'name': 'LTRC'}",,LTRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 532, 'name': 'LTRC'}",,LTRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 532, 'name': 'LTRC'}",,LTRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 532, 'name': 'LTRC'}",,LTRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 532, 'name': 'LTRC'}",,LTRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 532, 'name': 'LTRC'}",,LTRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 532, 'name': 'LTRC'}",,LTRC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 951, 'name': 'MGBBiobank'}","
On Tue, Nov 15, 2022 at 2:43 PM Michael McGeachie <remmg@channing.harvard.edu> wrote:
<pre>
Hi Rob,

I remember you helping Kelan with a similar issue previously...  Would you know who to contact about downloading a whole miR-Seq data set from the vendor?  They've provided a link and password and so on.  I'm hoping to get it stored on the Channing servers somewhere.

many thanks,

mike
</pre>

<pre>
it's for the ODOLLFA project - miRNA sequencing on a MGB biobank cohort of adults with asthma.

the info I got is:

Download Link:   https://services.norgenbiotek.com/sv18475
Username:          user-sv18475
Password:           xxxxxxxxxx
Expiration:          February 04, 2023

They're also offering to send a harddrive with the data.  Would you prefer I sent that directly to you?  Or I can just have it shipped to me and then bring it into the Channing.
</pre>",MGBBiobank,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 951, 'name': 'MGBBiobank'}",,MGBBiobank,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 951, 'name': 'MGBBiobank'}","<pre>
Hi John,

Would you be able to download the phenotype data for the 2030 asthmatics in the
Biobank with genotype data and the 3513 controls (with genotype data) with no history
of asthma and 10 year survival probability > 95% (groups 0 and 1)? I spoke to Scott
who recommended having the bioinformatics core download the phenotype data,
instead of having each person individually download the data. I can give you a list
of phenotypes that we are interested in.

Best,

Alberta
</pre>",MGBBiobank,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 951, 'name': 'MGBBiobank'}",,MGBBiobank,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 951, 'name': 'MGBBiobank'}",,MGBBiobank,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 951, 'name': 'MGBBiobank'}","These two datasets were based on a developing platform from different markers and contain different overlapping sets of markers.  Some subjects were run on the one, and some subjects were run on the other.  The two datasets need to be merged to facilitate downstream analyses.",MGBBiobank,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 186, 'name': 'NACC'}",,NACC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 188, 'name': 'NAS'}",Incoming from PPM,NAS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 188, 'name': 'NAS'}",,NAS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 188, 'name': 'NAS'}","<pre>
5a92c75f4dcfa2192401a4850a695336  /proj/regeps/regep00/studies/NAS/data/metabolomics/MetaboliteProfilingData/EPIC/COMPID_XVAR_link.csv
4d641a4ae20daf75aa716671fec58172  /proj/regeps/regep00/studies/NAS/data/metabolomics/MetaboliteProfilingData/EPIC/EPICN_metabolitemapping_update240220.csv
0333c28d1b66acd4213117775c43443e  /proj/regeps/regep00/studies/NAS/data/metabolomics/MetaboliteProfilingData/EPIC/EpicNorfolk_MA_rerun.csv
72530c804e83c5ec388d568c127cca07  /proj/regeps/regep00/studies/NAS/data/metabolomics/MetaboliteProfilingData/metabolite_summary_jan19.csv
7c23b7c7a6af9d2f8e0224f20624b905  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/ALL_RESULT_MAY2020.csv
fe6d47fe7c9af1d6f345a542828a0a11  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/epic_fev1_fvc_ratio_results.csv
f705871c01bb5d40c1347fe09593520e  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/epic_fev1_fvc_ratio_results_FEMALES.csv
56f99da531b3c64ee1f76f970901a979  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/epic_fev1_fvc_ratio_results_MALES.csv
8c93798517587a2fba684accbdea21a6  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/epic_fev1_results.csv
60dd6a9fde8a60acc244450ab11cc59c  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/epic_fev1_results_FEMALES.csv
29f324b6fb75404334e3d7fd18c2683e  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/epic_fev1_results_MALES.csv
064f7f06456f87ad78470382697404c0  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/fev1_fvc_res.csv
a8cf4d0b5710b8cfd1c1ea8c5a082c11  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/fev1_fvc_resMALES.csv
d6f22ea0dff647d4b07db14d48a8e3fa  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/fev1_res.csv
ccd3e734dd9ead018d80f84fedfb1716  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/fev1_resMALES.csv
8ba987877fd8481d9fe61108038cc990  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/nas_fev1_fvc_ratio_results.csv
10bc767abea31b7a7d69baf76d33cc25  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/nas_fev1_results.csv
9102cb6586a33f70de5838369de2a145  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/TableE3_lung.csv
4991525eb30bf7e4c33e13b2225b0ab0  /proj/regeps/regep00/studies/NAS/data/metabolomics/GeneratedFiles/TableE4_lung.csv
</pre>",NAS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 188, 'name': 'NAS'}",,NAS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
"{'id': 188, 'name': 'NAS'}",Soma,NAS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,experiment
